country	age	sex	life_sat	trust_people	conf_parliament
UZB	38	2	7	1	1
UZB	32	2	10	2	2
UZB	39	2	7	1	1
UZB	33	2	6	2	1
UZB	61	2	10	2	1
UZB	32	2	-5	-2	2
UZB	30	1	1	1	2
UZB	34	2	-5	2	1
UZB	29	2	-2	2	1
UZB	29	2	-5	1	2
UZB	34	2	7	2	1
UZB	53	2	3	1	2
UZB	25	1	2	2	2
UZB	18	1	8	1	1
UZB	18	1	6	1	1
UZB	18	1	5	1	1
UZB	44	2	8	2	3
UZB	50	2	5	1	2
UZB	26	1	3	2	1
UZB	38	2	5	2	2
UZB	44	1	5	2	3
UZB	35	2	10	1	3
UZB	56	1	5	1	2
UZB	40	2	10	2	1
UZB	28	1	-2	1	1
UZB	38	1	6	2	2
UZB	52	2	4	2	2
UZB	45	1	1	1	1
UZB	26	2	7	2	1
UZB	42	2	5	2	2
UZB	29	2	7	2	1
UZB	37	2	4	2	1
UZB	33	2	5	1	3
UZB	38	2	8	2	1
UZB	40	2	10	1	2
UZB	46	2	1	2	1
UZB	50	2	10	2	1
UZB	35	2	10	2	2
UZB	40	2	6	2	1
UZB	25	1	6	2	1
UZB	50	2	8	1	1
UZB	53	2	5	2	4
UZB	49	2	6	2	2
UZB	55	2	8	2	3
UZB	56	1	5	1	2
UZB	18	2	8	2	1
UZB	20	1	7	1	3
UZB	28	2	8	2	2
UZB	20	1	7	2	2
UZB	53	1	7	2	2
UZB	48	2	9	2	2
UZB	72	1	1	2	3
UZB	25	1	10	2	2
UZB	27	2	-2	1	2
UZB	28	1	5	2	2
UZB	30	1	5	1	3
UZB	49	2	4	2	1
UZB	34	1	4	2	2
UZB	35	2	8	2	3
UZB	27	1	8	2	1
UZB	18	2	6	1	2
UZB	42	2	6	1	4
UZB	22	1	2	2	1
UZB	32	2	7	1	3
UZB	22	1	4	1	3
UZB	23	1	1	2	3
UZB	25	2	-5	1	2
UZB	54	2	2	1	2
UZB	62	1	8	1	2
UZB	68	1	2	2	3
UZB	53	2	2	2	4
UZB	62	1	8	1	3
UZB	25	1	2	2	3
UZB	28	1	10	1	1
UZB	20	2	5	1	4
UZB	34	1	5	1	1
UZB	28	1	6	1	4
UZB	29	2	6	1	2
UZB	28	1	10	1	1
UZB	65	2	5	2	2
UZB	67	1	5	2	2
UZB	62	2	8	-5	2
UZB	42	1	10	1	1
UZB	26	2	10	1	2
UZB	23	1	9	2	1
UZB	44	2	10	2	1
UZB	27	1	9	1	1
UZB	45	1	10	2	1
UZB	24	2	9	2	2
UZB	26	1	9	2	1
UZB	41	2	9	2	1
UZB	25	2	9	2	1
UZB	29	1	9	2	1
UZB	24	1	9	1	3
UZB	57	2	9	2	3
UZB	30	1	1	2	1
UZB	24	2	9	1	1
UZB	24	1	10	1	1
UZB	26	2	10	-2	3
UZB	28	1	1	2	1
UZB	27	2	10	1	1
UZB	28	1	-5	2	1
UZB	25	2	10	1	1
UZB	27	1	1	1	1
UZB	54	2	6	2	2
UZB	58	1	10	2	1
UZB	22	2	9	1	1
UZB	42	1	7	2	3
UZB	35	2	10	2	-2
UZB	36	1	10	2	1
UZB	33	2	10	2	2
UZB	39	1	10	2	1
UZB	41	2	8	1	2
VEN	43	1	6	2	3
VEN	31	2	5	2	2
VEN	34	1	6	2	4
VEN	50	1	8	2	4
VEN	35	2	8	2	2
VEN	34	2	10	2	3
VEN	49	2	7	2	3
VEN	18	1	10	2	2
VEN	58	1	10	2	3
VEN	19	2	9	2	3
VEN	55	1	5	1	4
VEN	36	1	5	2	3
VEN	52	1	7	2	4
VEN	34	2	8	2	3
VEN	44	2	7	1	3
VEN	55	2	8	2	3
VEN	20	2	5	2	4
VEN	34	1	6	2	3
VEN	25	1	8	2	3
VEN	22	1	6	2	4
VEN	39	2	3	2	4
VEN	61	2	7	2	4
VEN	39	2	3	1	4
VEN	54	2	4	2	4
VEN	37	2	6	2	4
VEN	51	1	1	1	3
VEN	29	2	10	1	2
VEN	18	1	7	2	4
VEN	24	1	5	2	3
VEN	34	1	5	2	4
VEN	61	1	5	2	4
VEN	47	2	5	2	3
VEN	34	2	6	2	3
VEN	22	1	6	2	4
VEN	40	1	5	2	3
VEN	51	1	5	2	4
VEN	21	1	7	2	4
VEN	29	2	9	2	3
VEN	37	1	6	2	4
VEN	25	2	5	2	4
VEN	47	1	5	2	3
VEN	20	2	10	2	4
VEN	25	2	10	2	3
VEN	40	1	10	2	1
VEN	39	2	10	2	4
VEN	55	1	10	2	3
VEN	57	2	5	2	3
VEN	25	2	10	2	3
VEN	19	2	5	2	4
VEN	68	1	10	2	3
VEN	43	2	10	2	3
VEN	32	1	8	2	2
VEN	27	1	6	2	2
VEN	50	2	8	2	2
VEN	73	1	5	2	3
VEN	35	1	4	2	4
VEN	18	2	9	2	2
VEN	25	2	9	2	4
VEN	49	2	8	2	2
VEN	23	1	5	1	3
VEN	70	2	6	2	4
VEN	33	2	10	2	4
VEN	23	2	10	2	4
VEN	41	1	5	2	4
VEN	35	2	7	2	4
VEN	22	2	8	2	3
VEN	28	2	4	2	4
VEN	40	2	10	1	3
VEN	39	2	10	2	3
VEN	66	2	9	1	4
VEN	37	1	8	2	3
VEN	45	2	8	2	3
VEN	71	2	4	2	3
VEN	18	1	10	2	3
VEN	32	2	10	2	4
VEN	36	1	10	2	4
VEN	19	1	6	2	3
VEN	45	2	8	2	4
VEN	55	2	9	2	4
VEN	33	2	6	2	3
VEN	34	1	10	2	4
VEN	42	2	10	1	4
VEN	25	1	3	1	3
VEN	38	2	10	2	3
VEN	26	2	3	2	4
VEN	21	1	5	2	4
VEN	67	2	8	2	4
VEN	23	1	10	2	3
VEN	34	2	5	2	4
VEN	51	2	9	2	3
VEN	65	2	9	1	4
VEN	30	1	5	2	4
VEN	18	1	10	2	3
VEN	65	2	9	2	4
VEN	33	2	9	2	4
VEN	33	2	6	2	4
VEN	23	1	9	2	1
VEN	25	1	1	2	4
VEN	45	2	10	2	1
VEN	35	2	8	2	4
VEN	24	2	5	2	4
VEN	50	2	9	2	3
VEN	25	2	8	2	3
VEN	18	2	5	2	4
VEN	49	1	7	2	3
VEN	72	2	6	2	3
VEN	46	2	8	2	3
VEN	37	2	6	2	4
VEN	35	1	10	2	4
VEN	33	2	9	2	3
VEN	24	2	8	2	4
VEN	80	1	10	2	4
VEN	29	1	6	2	4
VEN	75	1	6	2	4
VEN	49	2	5	2	3
VEN	48	2	10	2	3
VEN	21	1	6	2	4
VEN	56	2	8	2	3
VEN	34	2	6	2	4
VEN	36	1	10	2	3
VEN	45	1	8	2	4
VEN	32	2	9	2	4
VEN	71	2	6	2	4
VEN	23	2	7	2	4
VEN	40	1	8	2	4
VEN	32	1	7	2	3
VEN	41	2	8	2	1
VEN	55	2	9	2	1
VEN	40	2	6	2	4
VEN	24	1	9	2	4
VEN	19	2	9	2	2
VEN	27	1	9	2	4
VEN	26	2	8	2	3
VEN	54	1	9	2	4
VEN	48	1	9	2	4
VEN	32	2	9	2	4
VEN	30	1	10	2	3
VEN	20	2	8	2	3
VEN	48	2	9	2	4
VEN	72	1	6	2	4
VEN	75	2	8	2	3
VEN	41	2	9	2	4
VEN	34	2	8	2	4
VEN	29	2	10	2	3
VEN	65	1	7	2	4
VEN	27	1	10	2	4
VEN	48	1	8	2	3
VEN	21	1	7	2	3
VEN	22	2	9	2	4
VEN	42	1	6	1	3
VEN	39	1	9	2	4
VEN	24	2	4	2	4
VEN	56	2	8	2	4
VEN	61	2	6	2	4
VEN	67	1	8	2	3
VEN	50	1	9	2	4
VEN	25	1	10	1	3
VEN	20	2	9	2	4
VEN	57	2	9	2	4
VEN	19	1	7	2	4
VEN	28	2	9	2	3
VEN	65	1	9	2	2
VEN	19	2	9	2	1
VEN	27	1	10	2	3
VEN	24	2	5	2	3
VEN	41	2	7	2	4
VEN	70	2	10	2	4
VEN	30	1	9	2	3
VEN	35	2	7	2	3
VEN	22	1	7	2	4
VEN	40	1	5	2	4
VEN	29	1	7	2	3
VEN	57	2	7	2	3
VEN	57	2	8	2	4
VEN	22	2	8	2	3
VEN	36	1	5	1	2
VEN	30	1	10	1	4
VEN	24	2	7	2	4
VEN	48	2	10	2	4
VEN	20	1	6	2	3
VEN	30	2	6	2	3
VEN	28	1	9	1	1
VEN	59	1	7	2	4
VEN	22	2	8	1	3
VEN	20	1	8	2	4
VEN	55	1	7	2	3
VEN	68	2	10	1	3
VEN	46	1	9	2	3
VEN	27	1	10	1	3
VEN	50	2	9	2	4
VEN	39	2	7	2	4
VEN	48	1	5	2	2
VEN	31	2	7	2	3
VEN	50	1	6	1	3
VEN	19	2	8	2	3
VEN	56	2	6	2	3
VEN	63	1	8	1	2
VEN	36	2	10	2	4
VEN	23	1	8	1	3
VEN	38	1	9	1	1
VEN	23	1	5	2	4
VEN	18	1	6	1	4
VEN	26	1	10	2	2
VEN	28	2	10	1	4
VEN	41	2	6	1	4
VEN	40	2	1	2	3
VEN	41	1	5	1	4
VEN	41	2	6	2	4
VEN	50	2	5	2	4
VEN	63	1	10	2	4
VEN	24	1	10	2	3
VEN	34	1	7	2	3
VEN	46	1	10	2	3
VEN	48	1	10	2	3
VEN	52	1	6	2	3
VEN	18	2	9	2	3
VEN	24	2	2	2	4
VEN	31	2	9	2	3
VEN	48	2	10	2	3
VEN	52	2	10	2	3
VEN	20	1	8	1	3
VEN	24	2	5	2	4
VEN	28	2	8	2	3
VEN	55	1	8	1	3
VEN	25	2	5	2	2
VEN	31	1	4	2	4
VEN	60	2	10	1	2
VEN	44	2	4	2	4
VEN	39	1	3	2	4
VEN	48	1	9	1	2
VEN	22	1	10	2	3
VEN	29	1	10	2	4
VEN	45	1	7	2	2
VEN	58	1	8	1	1
VEN	34	2	10	2	3
VEN	27	2	8	2	3
VEN	49	2	10	2	3
VEN	38	2	10	2	2
VEN	50	2	10	2	3
VEN	68	2	8	2	3
VEN	18	1	10	2	4
VEN	25	2	10	2	4
VEN	34	1	10	2	3
VEN	35	1	10	2	4
VEN	56	1	1	2	2
VEN	20	2	8	2	3
VEN	31	2	10	2	4
VEN	35	2	10	2	3
VEN	45	2	10	2	4
VEN	60	2	10	2	2
VEN	22	1	4	2	4
VEN	25	1	10	2	4
VEN	34	1	9	2	4
VEN	41	1	8	2	4
VEN	52	1	7	2	4
VEN	24	2	5	2	3
VEN	34	2	10	1	3
VEN	40	2	10	2	3
VEN	35	2	10	2	4
VEN	53	2	5	2	3
VEN	24	1	9	2	3
VEN	32	1	6	2	3
VEN	39	1	10	2	3
VEN	34	1	10	2	2
VEN	53	1	1	2	3
VEN	24	2	10	2	3
VEN	28	2	9	2	3
VEN	47	2	9	2	3
VEN	35	2	10	2	3
VEN	52	2	4	2	4
VEN	30	2	6	1	4
VEN	51	1	5	2	4
VEN	26	2	7	1	2
VEN	45	2	7	2	4
VEN	28	1	7	2	3
VEN	19	1	4	2	4
VEN	19	2	7	2	4
VEN	40	1	8	1	4
VEN	39	2	5	1	3
VEN	64	1	5	2	4
VEN	18	1	5	2	4
VEN	38	1	6	2	4
VEN	37	2	6	1	4
VEN	27	2	6	2	4
VEN	28	1	5	2	4
VEN	26	1	7	2	4
VEN	62	1	7	2	3
VEN	60	2	5	2	4
VEN	18	2	5	2	4
VEN	40	1	6	2	4
VEN	75	1	10	2	2
VEN	83	2	10	2	4
VEN	41	2	3	2	4
VEN	27	2	10	2	1
VEN	26	1	8	2	4
VEN	31	1	9	1	4
VEN	37	1	8	2	3
VEN	18	2	7	2	3
VEN	35	1	5	2	4
VEN	22	2	6	2	4
VEN	28	1	10	2	3
VEN	61	2	7	1	3
VEN	22	1	8	2	3
VEN	60	1	7	2	3
VEN	46	2	6	2	3
VEN	44	1	8	2	4
VEN	29	2	5	2	4
VEN	23	2	5	2	4
VEN	36	2	5	2	4
VEN	42	1	8	2	4
VEN	28	2	9	2	4
VEN	21	1	10	2	4
VEN	44	2	9	2	4
VEN	63	1	8	2	3
VEN	36	1	7	2	4
VEN	68	1	8	2	4
VEN	25	2	10	2	3
VEN	18	2	6	2	4
VEN	36	2	6	2	4
VEN	43	1	6	2	4
VEN	39	1	7	2	4
VEN	49	2	5	2	4
VEN	36	2	6	2	3
VEN	54	2	6	2	4
VEN	30	2	6	2	4
VEN	37	1	7	2	4
VEN	30	2	1	2	3
VEN	43	1	9	1	4
VEN	24	1	3	2	4
VEN	28	1	10	1	1
VEN	75	1	7	1	3
VEN	26	2	6	2	3
VEN	31	2	5	2	3
VEN	34	1	10	1	4
VEN	18	2	10	1	3
VEN	19	2	4	2	4
VEN	28	2	9	1	3
VEN	69	2	6	2	3
VEN	30	1	4	2	3
VEN	42	1	5	2	4
VEN	56	1	8	1	3
VEN	19	1	5	1	4
VEN	49	2	6	2	2
VEN	28	2	8	2	2
VEN	23	2	6	2	4
VEN	19	1	7	2	4
VEN	74	2	10	1	3
VEN	62	1	9	2	4
VEN	35	1	5	2	4
VEN	52	2	9	2	2
VEN	40	2	10	2	3
VEN	61	2	7	2	4
VEN	30	1	10	2	3
VEN	38	1	10	2	2
VEN	70	1	7	2	4
VEN	22	2	7	2	4
VEN	32	2	6	2	4
VEN	21	2	8	2	3
VEN	43	2	8	2	3
VEN	25	1	10	2	3
VEN	24	1	2	2	3
VEN	49	2	5	2	2
VEN	57	2	6	2	2
VEN	29	2	10	1	4
VEN	35	2	8	2	4
VEN	23	2	3	1	2
VEN	39	1	7	2	3
VEN	44	1	7	1	3
VEN	59	1	5	2	2
VEN	72	1	8	2	4
VEN	30	2	6	1	4
VEN	76	1	7	2	2
VEN	46	1	6	2	4
VEN	42	2	9	1	2
VEN	25	2	6	2	3
VEN	61	1	9	2	1
VEN	38	2	9	1	1
VEN	45	1	5	2	4
VEN	27	2	5	2	4
VEN	47	2	6	1	2
VEN	35	1	5	2	4
VEN	66	1	8	1	1
VEN	82	1	8	1	2
VEN	22	2	4	2	4
VEN	19	2	1	2	4
VEN	71	1	7	2	1
VEN	32	2	9	1	3
VEN	48	2	5	2	4
VEN	57	2	5	2	4
VEN	33	2	6	2	4
VEN	24	2	8	2	4
VEN	28	2	7	2	4
VEN	45	2	9	2	3
VEN	29	1	7	2	3
VEN	58	1	6	2	3
VEN	39	2	7	1	2
VEN	81	1	8	1	2
VEN	77	1	10	2	2
VEN	30	2	6	2	3
VEN	45	1	6	2	3
VEN	27	2	5	1	4
VEN	39	2	7	2	2
VEN	45	2	10	2	3
VEN	69	2	5	1	2
VEN	58	2	2	1	4
VEN	43	1	3	2	3
VEN	57	1	4	2	2
VEN	75	1	8	1	2
VEN	29	1	10	2	3
VEN	33	1	8	1	4
VEN	32	1	9	2	4
VEN	51	1	8	2	2
VEN	55	2	7	2	2
VEN	21	1	8	1	1
VEN	44	1	6	2	4
VEN	26	1	6	1	4
VEN	60	2	1	1	2
VEN	43	2	7	2	4
VEN	50	1	10	2	4
VEN	76	2	9	2	1
VEN	22	2	5	2	3
VEN	26	1	5	1	3
VEN	35	1	7	2	4
VEN	47	2	10	1	1
VEN	31	2	6	2	3
VEN	58	1	8	2	2
VEN	46	1	3	2	2
VEN	72	2	3	2	4
VEN	56	2	7	2	4
VEN	66	1	3	2	3
VEN	20	1	2	2	4
VEN	44	1	6	2	4
VEN	52	1	5	1	2
VEN	53	2	8	1	2
VEN	60	2	5	2	2
VEN	28	1	7	1	4
VEN	36	1	5	2	3
VEN	32	2	3	1	3
VEN	39	2	6	2	3
VEN	23	2	5	2	4
VEN	18	2	4	2	4
VEN	63	1	8	1	4
VEN	48	2	10	1	1
VEN	38	2	3	2	4
VEN	29	1	7	2	4
VEN	72	2	10	2	1
VEN	18	1	3	2	4
VEN	40	1	6	2	3
VEN	65	1	5	1	4
VEN	23	2	6	2	4
VEN	77	2	5	2	3
VEN	35	1	6	2	2
VEN	62	2	7	2	2
VEN	20	2	6	2	4
VEN	31	1	1	2	4
VEN	54	1	5	2	3
VEN	38	2	5	2	3
VEN	33	2	5	2	4
VEN	27	2	6	1	2
VEN	48	1	7	1	1
VEN	39	1	8	1	2
VEN	58	2	6	2	3
VEN	23	2	2	1	3
VEN	49	1	7	2	1
VEN	19	1	3	2	4
VEN	46	2	7	2	4
VEN	59	2	4	1	2
VEN	32	2	6	2	2
VEN	26	1	8	2	4
VEN	57	1	4	2	4
VEN	57	2	9	2	4
VEN	32	2	10	2	4
VEN	49	2	8	2	4
VEN	56	2	10	2	4
VEN	26	2	8	2	4
VEN	39	2	10	2	2
VEN	24	1	9	2	4
VEN	37	1	7	2	3
VEN	32	1	8	2	3
VEN	19	1	8	2	3
VEN	34	2	10	1	4
VEN	69	2	7	2	4
VEN	39	2	10	2	3
VEN	38	1	10	2	4
VEN	71	2	9	2	4
VEN	18	2	9	2	4
VEN	40	2	9	2	4
VEN	27	2	8	2	4
VEN	42	1	7	2	3
VEN	22	2	10	2	4
VEN	32	1	8	2	4
VEN	33	1	8	2	4
VEN	34	2	8	2	4
VEN	43	2	10	2	3
VEN	20	2	7	2	4
VEN	57	1	10	2	4
VEN	37	2	8	2	3
VEN	18	2	7	2	3
VEN	20	2	9	2	3
VEN	56	1	9	2	4
VEN	24	1	9	2	3
VEN	28	1	10	2	3
VEN	41	1	9	2	3
VEN	35	1	6	2	3
VEN	53	1	10	2	4
VEN	24	2	5	2	3
VEN	29	2	6	2	3
VEN	36	2	1	2	4
VEN	49	2	1	2	4
VEN	55	2	5	2	3
VEN	21	1	6	2	4
VEN	31	1	7	2	4
VEN	46	1	10	2	3
VEN	45	1	9	2	4
VEN	58	1	10	2	4
VEN	51	1	3	2	4
VEN	23	2	8	2	4
VEN	29	2	10	2	3
VEN	37	2	8	2	4
VEN	53	2	10	2	3
VEN	24	1	6	2	4
VEN	32	1	5	2	4
VEN	48	1	2	2	4
VEN	59	1	2	1	2
VEN	50	1	7	2	3
VEN	19	2	8	1	3
VEN	33	2	6	2	4
VEN	28	2	8	1	3
VEN	58	2	9	2	1
VEN	64	2	6	2	3
VEN	19	2	3	2	4
VEN	37	1	4	2	4
VEN	31	2	10	2	4
VEN	57	1	9	2	3
VEN	33	1	7	2	3
VEN	54	2	5	2	4
VEN	32	1	8	2	3
VEN	46	1	8	2	3
VEN	23	1	6	2	4
VEN	35	2	5	2	3
VEN	22	2	10	2	3
VEN	25	1	10	2	3
VEN	35	1	10	2	3
VEN	68	1	7	2	3
VEN	44	2	4	2	3
VEN	38	2	3	2	3
VEN	51	2	7	2	4
VEN	22	1	7	2	4
VEN	29	2	8	2	4
VEN	26	1	7	2	3
VEN	37	2	7	2	4
VEN	30	1	4	2	3
VEN	24	2	6	1	3
VEN	58	2	8	2	4
VEN	23	1	8	2	4
VEN	48	1	5	1	2
VEN	30	2	6	2	3
VEN	37	2	3	2	4
VEN	20	1	6	2	3
VEN	50	2	5	2	4
VEN	30	2	4	1	4
VEN	49	1	9	2	3
VEN	66	2	9	2	3
VEN	30	1	7	2	4
VEN	21	2	7	2	4
VEN	42	1	3	2	2
VEN	30	1	4	2	3
VEN	20	1	2	2	4
VEN	70	2	7	2	3
VEN	40	1	5	2	4
VEN	49	2	10	2	3
VEN	58	1	10	2	4
VEN	27	2	10	2	4
VEN	23	2	8	2	2
VEN	32	1	3	2	3
VEN	37	1	10	1	3
VEN	40	1	9	2	3
VEN	64	1	6	2	2
VEN	32	1	8	2	4
VEN	34	2	8	2	4
VEN	51	1	8	2	3
VEN	21	2	9	2	4
VEN	20	1	9	2	3
VEN	43	2	4	2	3
VEN	31	1	3	2	4
VEN	24	2	8	2	3
VEN	48	2	9	2	2
VEN	34	2	3	2	2
VEN	45	1	10	2	3
VEN	59	1	9	2	4
VEN	62	1	9	2	1
VEN	47	1	9	2	1
VEN	31	2	6	2	4
VEN	28	1	4	1	3
VEN	58	2	8	2	3
VEN	26	2	4	1	4
VEN	23	1	7	1	3
VEN	20	2	8	2	2
VEN	38	2	8	2	3
VEN	23	1	8	2	4
VEN	22	1	9	1	2
VEN	41	2	7	2	3
VEN	64	2	7	2	4
VEN	28	2	10	2	2
VEN	38	1	10	2	1
VEN	25	2	8	2	2
VEN	34	1	9	2	2
VEN	21	2	3	2	4
VEN	42	2	8	2	3
VEN	59	2	7	2	2
VEN	45	2	6	2	4
VEN	18	1	2	2	4
VEN	25	2	5	2	4
VEN	59	2	10	2	4
VEN	41	1	10	1	2
VEN	25	2	6	2	4
VEN	58	2	5	2	4
VEN	21	1	10	2	4
VEN	34	1	8	2	4
VEN	48	2	8	2	2
VEN	22	2	5	2	4
VEN	26	2	5	2	4
VEN	30	1	7	1	4
VEN	57	2	6	2	4
VEN	26	1	5	2	4
VEN	38	1	7	2	4
VEN	43	2	5	1	4
VEN	41	2	5	2	4
VEN	22	1	6	2	4
VEN	59	1	5	2	4
VEN	20	2	6	2	4
VEN	18	2	8	2	4
VEN	25	2	5	1	3
VEN	38	2	6	2	4
VEN	36	2	8	2	4
VEN	63	1	5	2	4
VEN	19	1	6	1	4
VEN	58	1	6	2	4
VEN	36	1	6	2	2
VEN	34	1	5	1	4
VEN	20	1	6	2	4
VEN	27	2	6	2	4
VEN	19	2	5	1	4
VEN	26	1	6	2	4
VEN	18	2	6	1	4
VEN	40	1	5	2	4
VEN	33	1	6	2	4
VEN	36	1	7	1	4
VEN	60	1	5	2	2
VEN	50	2	8	2	2
VEN	71	1	10	2	4
VEN	26	1	7	2	4
VEN	18	2	6	2	4
VEN	41	2	10	2	4
VEN	24	1	2	2	4
VEN	26	2	1	1	4
VEN	49	2	9	2	4
VEN	24	2	2	2	4
VEN	49	1	9	2	4
VEN	54	1	8	2	4
VEN	40	1	7	2	4
VEN	52	2	7	2	4
VEN	75	1	5	2	4
VEN	61	1	8	2	3
VEN	20	1	7	2	4
VEN	32	2	8	2	4
VEN	28	1	8	2	4
VEN	24	2	8	2	4
VEN	33	1	9	2	4
VEN	34	1	9	2	4
VEN	20	1	7	2	4
VEN	18	1	9	2	4
VEN	25	1	9	2	4
VEN	34	1	10	2	3
VEN	25	2	9	2	3
VEN	43	2	9	1	3
VEN	21	2	10	2	3
VEN	40	2	10	2	3
VEN	69	2	9	2	2
VEN	67	2	7	2	3
VEN	23	1	3	2	4
VEN	33	2	9	2	1
VEN	28	1	5	2	3
VEN	52	1	3	2	2
VEN	56	2	8	2	2
VEN	18	2	9	2	4
VEN	35	1	10	2	2
VEN	29	2	4	2	4
VEN	35	2	2	2	3
VEN	49	2	1	2	3
VEN	52	2	9	2	4
VEN	33	1	8	2	4
VEN	25	2	5	1	4
VEN	39	2	5	1	1
VEN	47	2	6	2	2
VEN	24	2	8	2	3
VEN	33	1	5	2	4
VEN	23	2	6	2	4
VEN	35	1	6	2	4
VEN	64	1	8	1	3
VEN	23	2	9	2	4
VEN	24	1	5	2	2
VEN	67	1	5	2	4
VEN	25	1	9	2	4
VEN	41	2	7	2	4
VEN	23	1	6	2	4
VEN	37	2	8	2	4
VEN	24	2	7	2	2
VEN	53	2	6	2	3
VEN	32	1	8	2	4
VEN	50	1	7	1	2
VEN	49	2	9	2	4
VEN	69	2	9	2	3
VEN	28	1	10	2	3
VEN	21	1	7	2	3
VEN	27	2	10	2	4
VEN	23	2	7	1	2
VEN	24	1	7	2	2
VEN	33	2	9	2	3
VEN	45	1	10	1	1
VEN	23	2	10	2	1
VEN	19	2	7	2	2
VEN	43	2	8	1	4
VEN	42	1	7	1	2
VEN	73	2	10	2	4
VEN	66	1	10	2	3
VEN	30	1	10	2	2
VEN	20	1	9	2	4
VEN	39	1	8	1	2
VEN	34	2	7	2	4
VEN	26	1	8	2	4
VEN	23	1	8	2	4
VEN	32	1	6	2	3
VEN	30	2	8	2	4
VEN	40	2	7	2	4
VEN	57	2	8	2	4
VEN	57	2	8	2	4
VEN	32	2	8	2	3
VEN	19	1	8	2	4
VEN	40	2	9	2	4
VEN	64	2	9	2	4
VEN	18	1	9	2	4
VEN	25	2	5	1	4
VEN	39	2	10	2	3
VEN	42	2	7	1	3
VEN	24	1	5	2	4
VEN	59	2	10	2	4
VEN	29	1	10	1	4
VEN	34	2	4	2	3
VEN	68	2	2	2	3
VEN	66	1	10	2	3
VEN	70	1	6	2	3
VEN	28	2	10	2	4
VEN	35	1	6	2	4
VEN	47	2	5	1	4
VEN	44	1	5	2	4
VEN	21	2	6	2	3
VEN	22	2	1	2	4
VEN	27	2	8	2	3
VEN	49	2	8	2	4
VEN	47	1	10	2	4
VEN	19	1	5	2	4
VEN	69	2	10	2	4
VEN	27	2	7	2	4
VEN	35	2	6	2	4
VEN	47	1	9	2	3
VEN	18	1	6	2	3
VEN	61	2	9	2	3
VEN	26	2	10	2	3
VEN	45	2	10	2	4
VEN	74	2	9	2	4
VEN	25	2	6	2	2
VEN	60	2	8	2	3
VEN	19	1	4	2	3
VEN	22	2	5	1	2
VEN	40	1	7	2	3
VEN	25	2	8	2	4
VEN	27	1	8	1	3
VEN	24	1	8	2	3
VEN	35	1	4	2	3
VEN	42	2	7	2	4
VEN	35	2	8	2	3
VEN	34	1	9	2	3
VEN	63	2	6	2	3
VEN	22	1	6	2	3
VEN	20	1	3	2	4
VEN	60	2	9	2	4
VEN	33	1	7	2	4
VEN	25	2	9	2	3
VEN	27	2	9	2	3
VEN	52	2	7	2	2
VEN	27	2	8	2	3
VEN	39	2	5	2	4
VEN	27	2	8	2	4
VEN	59	1	7	2	3
VEN	26	1	9	2	2
VEN	21	2	6	2	3
VEN	42	1	9	2	4
VEN	26	1	7	2	3
VEN	45	1	3	2	4
VEN	59	2	10	2	4
VEN	30	2	10	2	4
VEN	59	2	5	2	4
VEN	39	1	10	2	4
VEN	32	1	5	2	4
VEN	22	1	8	1	2
VEN	23	2	7	1	4
VEN	36	1	10	2	1
VEN	55	1	9	2	2
VEN	45	2	5	2	4
VEN	72	2	8	2	2
VEN	24	1	7	1	4
VEN	41	2	8	1	4
VEN	70	2	4	1	2
VEN	49	1	3	2	4
VEN	24	2	6	2	4
VEN	27	1	7	2	4
VEN	23	1	10	2	4
VEN	28	2	10	2	4
VEN	49	2	6	2	4
VEN	50	2	10	1	4
VEN	50	2	8	2	4
VEN	56	1	5	2	2
VEN	41	2	10	2	3
VEN	33	2	8	2	4
VEN	41	2	9	2	2
VEN	49	1	2	2	3
VEN	33	1	5	1	3
VEN	24	1	9	2	3
VEN	58	1	9	2	3
VEN	19	2	8	2	4
VEN	41	2	9	2	4
VEN	29	2	9	2	4
VEN	48	1	7	2	4
VEN	51	1	6	2	3
VEN	42	2	8	1	4
VEN	52	2	8	2	2
VEN	19	2	6	1	4
VEN	35	1	7	1	4
VEN	28	1	6	2	4
VEN	45	1	8	2	4
VEN	42	2	8	1	4
VEN	52	2	8	2	4
VEN	21	1	9	2	4
VEN	28	2	6	2	4
VEN	55	1	6	2	4
VEN	60	2	7	1	4
VEN	24	1	8	2	2
VEN	37	2	7	2	4
VEN	31	1	6	2	4
VEN	37	1	6	2	2
VEN	51	1	2	2	4
VEN	28	2	3	2	4
VEN	39	2	5	2	4
VEN	23	2	5	2	1
VEN	26	1	6	2	4
VEN	54	2	6	2	4
VEN	21	1	6	2	3
VEN	26	2	7	2	4
VEN	38	2	8	2	4
VEN	20	1	7	2	4
VEN	49	2	8	2	4
VEN	39	2	6	2	2
VEN	25	2	6	2	3
VEN	25	2	5	2	3
VEN	44	1	5	2	4
VEN	18	2	5	2	4
VEN	25	1	5	1	4
VEN	60	2	5	2	3
VEN	55	1	8	1	3
VEN	84	1	7	2	2
VEN	26	1	9	2	3
VEN	40	1	4	2	4
VEN	25	1	7	2	3
VEN	20	2	6	2	4
VEN	24	1	9	2	2
VEN	30	1	10	2	3
VEN	35	1	9	2	1
VEN	65	2	9	2	2
VEN	20	2	8	2	1
VEN	27	1	6	2	4
VEN	54	2	8	1	3
VEN	71	1	6	1	1
VEN	28	2	10	2	3
