ID	Gender	Age	Org_type	Role	info_work	info_org	info_vision	info_change	info_intracomm	info_mgmttrust	info_mgmttocow	info_cowtomgmt	org_openmind	org_intracommtrust	org_participation	org_gossip	org_discuss_mediaimage	org_discuss_news	org_discuss_meetings	org_email	org_discuss_socmedia	org_discuss_consumer	cow_com_dialogue	cow_com_criticism	cow_com_feedback	cow_com_checkinfo	cow_com_speakwell	rarversioncow_com_responsibility	extcomm	femcomm_performance	femcomm_mgmt	femcomm_opportunity	femcomm_support	femcomm_barriers	publicimage_competence	publicImage_responsibility	publicImage_openess	publicImage_efficiency	publicImage_credibility	publicImage_visibility	stakeholderimage_competence	stakeholderimage_responsibility	stakeholmderimage_openess	stakeholderimage_efficiency	stakeholderimage_credibility	stakeholderimage_visibility	mediaimage_correct	mediaimage_fair	mediaimage_nuance	socialmediaimage_correct	socialmediaimage_fair	socialmediaimage_nuance	mediaimage_feeling	mediaimage_workeffect	mediaimage_importance	mediaimage_reactions	mediaimage_fakenews
6040	Female	1966.0	Public	Coworker	5.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	5.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0						4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0				4.0	3.0	4.0	4.0	4.0
6041	Female	1956.0	Public	Coworker	4.0	2.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	2.0	2.0	2.0	5.0	4.0	1.0	3.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0						5.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0				4.0	4.0	5.0	3.0	4.0
6042	Female	1960.0	Public	Coworker	4.0	3.0	3.0	2.0	2.0	3.0	3.0		2.0	3.0	3.0	5.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	3.0						4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0				3.0	2.0	4.0	4.0	4.0
6043	Male	1952.0	Public	Manager	4.0	4.0	5.0	5.0	3.0	4.0	4.0	4.0	1.0	4.0	3.0	1.0	4.0	4.0	4.0	2.0	4.0	4.0							5.0						5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0				4.0	2.0	5.0	5.0	4.0
6044	Female	1963.0	Public	Manager	4.0	4.0	4.0	4.0	4.0	4.0	2.0		5.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	2.0	5.0							4.0						4.0	5.0	4.0	2.0	5.0	5.0	4.0	4.0	4.0	3.0	5.0	5.0	2.0	3.0	2.0				4.0	2.0	3.0	4.0	4.0
6045	Female	1959.0	Public	Coworker	4.0	4.0	2.0	2.0	2.0	2.0			2.0	4.0	4.0	4.0	2.0	2.0	2.0	5.0	2.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0								2.0	2.0	2.0		2.0													3.0	3.0	2.0	2.0	
6046	Female	1963.0	Public	Coworker	4.0	5.0	4.0	4.0			1.0	1.0	3.0	5.0	4.0		3.0	3.0	4.0	5.0	1.0	5.0	4.0	5.0	4.0	5.0	3.0	4.0	4.0						4.0	4.0	3.0	2.0	4.0	4.0	5.0	4.0	3.0	3.0	5.0	3.0	4.0	3.0	2.0				3.0	3.0	4.0	4.0	4.0
6047	Male	1980.0	Public	Coworker	4.0		2.0	2.0	2.0	2.0	3.0		3.0	3.0	4.0	2.0	2.0	2.0	3.0		1.0	3.0	4.0	4.0	4.0	5.0	2.0	1.0							4.0	4.0	3.0	2.0	2.0	3.0	4.0	4.0	3.0	2.0	2.0	3.0	4.0	4.0	4.0				3.0	3.0	2.0	2.0	
6048	Female	1959.0	Public	Coworker	5.0	4.0	4.0	3.0	3.0	3.0	3.0	2.0	2.0		3.0	3.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	2.0	2.0	4.0						4.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0
6049	Female	1963.0	Public	Coworker	5.0	5.0	4.0	4.0	1.0	2.0	3.0	3.0	1.0	3.0	2.0		3.0	5.0	4.0	1.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0						4.0	4.0	3.0	3.0	3.0	4.0	5.0	4.0	4.0	3.0			4.0	4.0		4.0	4.0		3.0	3.0	3.0	3.0	3.0
6050	Female	1974.0	Public	Coworker	4.0	4.0	4.0	4.0	2.0				4.0	5.0	4.0	3.0	4.0	4.0	4.0	5.0	2.0	5.0	4.0	3.0	4.0	5.0	4.0								5.0	4.0	4.0	2.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	2.0	3.0	2.0				2.0	2.0	4.0	2.0	4.0
6051	Female	1971.0	Public	Coworker	4.0	5.0	4.0	3.0	3.0	4.0	1.0	1.0	3.0	5.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	2.0	4.0	4.0	3.0	5.0	3.0	2.0							3.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0		4.0				3.0	3.0	3.0	4.0	4.0
6052	Female	1953.0	Public	Coworker	4.0	4.0	4.0	5.0	4.0	5.0	1.0		4.0	4.0	4.0	1.0	3.0	3.0	3.0	4.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0				4.0		5.0	2.0	5.0
6053	Female	1955.0	Public	Coworker	4.0	4.0	2.0	4.0	2.0		2.0	1.0		4.0	4.0	5.0	4.0	4.0	5.0	2.0	2.0	3.0	4.0	5.0	5.0	5.0	4.0	4.0	5.0						4.0	4.0	3.0	4.0	5.0	5.0	4.0		4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	4.0
6054	Male	1965.0	Public	Manager	4.0	3.0	4.0	4.0	2.0	3.0	2.0	2.0	3.0	5.0	4.0	3.0	4.0	3.0	4.0	2.0	3.0	4.0							5.0						4.0	5.0	4.0	3.0	4.0	5.0	5.0	5.0	4.0	3.0	5.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	5.0
6055	Female	1966.0	Public	Coworker	4.0	3.0	5.0	4.0	3.0	4.0	4.0	4.0	2.0	4.0	2.0	5.0	5.0	4.0	4.0	4.0	3.0		5.0	4.0	5.0	4.0		5.0	4.0						2.0	4.0	4.0	1.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0	2.0	2.0	4.0	5.0	4.0
6056	Female	1962.0	Public	Manager	4.0	2.0	3.0	3.0	1.0	3.0	3.0		3.0	4.0	4.0	4.0	3.0	2.0	3.0	1.0	1.0	4.0							5.0						4.0	4.0	3.0	2.0	3.0	4.0	4.0	4.0	3.0	2.0	3.0	4.0	4.0	3.0	2.0				2.0	3.0	5.0	3.0	3.0
6057	Female	1980.0	Public	Manager	5.0	4.0	3.0	4.0	2.0	4.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	2.0	5.0		3.0													2.0	4.0	4.0	4.0	2.0	4.0	5.0	4.0	4.0	4.0	5.0	4.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	4.0	2.0	5.0
6058	Female	1956.0	Public	Coworker	5.0			5.0	1.0	2.0				4.0	5.0		4.0	4.0	5.0			5.0	5.0	5.0	4.0	5.0	4.0	5.0							4.0	4.0	2.0	2.0	5.0	2.0	5.0	5.0	4.0	3.0	5.0	2.0	4.0	2.0	3.0				3.0	3.0	5.0	2.0	5.0
6059	Female	1943.0	Public	Coworker	5.0	4.0		5.0	4.0				4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0															2.0	2.0	2.0	2.0	2.0	2.0		4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0				2.0	3.0	3.0	4.0	5.0
6060	Female	1951.0	Public	Manager	5.0	5.0	5.0	5.0	2.0	5.0	1.0	1.0	5.0	5.0	5.0		3.0	4.0	5.0	3.0	3.0	3.0							5.0						5.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0				2.0	3.0	5.0	2.0	4.0
6061	Female	1961.0	Public	Coworker	5.0	4.0	4.0	5.0	4.0				4.0	5.0	4.0		4.0	3.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0							4.0	4.0	2.0	2.0		3.0	5.0	5.0	2.0	4.0		3.0	3.0	2.0	3.0				3.0	2.0	2.0	4.0	4.0
6062	Female	1954.0	Public	Manager	4.0	4.0	5.0	5.0	3.0	5.0	1.0	1.0	4.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	5.0							5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	3.0				3.0	3.0	4.0	2.0	3.0
6063	Female	1982.0	Public	Coworker	4.0	4.0	2.0	3.0	3.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0	2.0	2.0	3.0	3.0	1.0	1.0	5.0	4.0	5.0	5.0	2.0	4.0	5.0						5.0	4.0	4.0	3.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0				3.0	3.0	4.0	2.0	
6064	Female	1990.0	Public	Coworker	5.0	5.0	3.0	5.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	3.0		4.0	1.0	1.0	4.0	3.0	4.0	5.0	4.0	4.0	5.0						4.0	4.0	2.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	1.0	1.0
6065	Male	1969.0	Public	Coworker	4.0	4.0	4.0	4.0	3.0	4.0	3.0		3.0	4.0	5.0		2.0	3.0	2.0	4.0	1.0	4.0	5.0	4.0	3.0	5.0	4.0	3.0							4.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	3.0	3.0				3.0	3.0	4.0	1.0	1.0
6066	Female	1958.0	Public	Coworker	4.0	4.0	4.0	2.0	2.0	4.0		1.0	2.0	4.0	5.0	3.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0						4.0	5.0		2.0	4.0		4.0	5.0		2.0	5.0		4.0	2.0		4.0	2.0		3.0	2.0	5.0	5.0	5.0
6067	Female	1974.0	Public	Coworker	5.0	4.0	4.0	4.0		4.0			4.0	5.0	5.0	2.0	4.0	4.0	4.0	2.0	1.0	1.0	5.0	4.0	5.0	5.0	5.0	5.0							4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0				2.0	3.0	3.0	5.0	5.0
6068	Female	1951.0	Public	Manager	5.0	4.0	5.0	5.0	4.0	4.0	2.0	2.0	4.0	5.0	5.0	2.0	4.0	3.0	2.0	4.0	3.0	4.0							4.0						4.0	4.0	5.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0				2.0		4.0	4.0	4.0
6069	Female	1975.0	Public	Coworker	4.0	4.0	4.0	4.0	2.0	4.0			3.0	5.0	5.0	1.0			4.0	3.0	1.0	4.0	4.0	3.0	4.0	4.0			3.0						4.0	4.0	4.0		4.0	4.0	4.0	4.0	5.0	3.0	4.0	4.0							3.0	3.0		1.0	
6070	Female	1978.0	Public	Coworker	2.0	1.0	1.0	3.0	4.0	4.0			2.0	4.0	5.0			2.0	2.0	1.0	2.0		5.0	4.0	4.0	5.0	5.0	2.0							2.0	5.0	3.0	1.0	5.0	5.0	4.0	5.0	2.0	2.0	3.0	2.0										3.0	5.0
6071	Female	1980.0	Public	Coworker	2.0	2.0	2.0	2.0	2.0	3.0	3.0		2.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	2.0	4.0	5.0	5.0	4.0	2.0	2.0							4.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	2.0	2.0	2.0				2.0	2.0	4.0	4.0	4.0
6072	Female	1964.0	Public	Coworker	5.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0						5.0	4.0	2.0	1.0	3.0	3.0	5.0	4.0	2.0	1.0	3.0	3.0	4.0	4.0	4.0				2.0	3.0	4.0	5.0	5.0
6073	Female	1961.0	Public	Coworker	4.0	4.0	4.0	5.0	4.0	5.0			4.0	4.0	5.0		3.0	3.0	3.0	2.0	3.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	4.0						4.0	4.0	5.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	3.0	4.0				4.0	3.0	3.0	3.0	4.0
6074	Female	1952.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	3.0	3.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0				5.0	5.0	5.0	2.0	5.0
6075	Female	1949.0	Public	Coworker	4.0	5.0	4.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	4.0	2.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0						4.0	4.0	3.0	1.0	4.0	3.0	5.0	5.0	5.0	2.0	5.0	5.0	4.0	4.0	4.0				2.0	3.0	4.0	4.0	5.0
6076	Female	1959.0	Public	Coworker	5.0	4.0		5.0	1.0	3.0			5.0	4.0	5.0				5.0	5.0			5.0	5.0	5.0	5.0	5.0	5.0	4.0						2.0	3.0	1.0		3.0	3.0	4.0	4.0	5.0		5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
6077	Female	1956.0	Public	Coworker	1.0	2.0	2.0		2.0	4.0	1.0	1.0	4.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	4.0	5.0	4.0	2.0	4.0	5.0						4.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0				2.0	3.0	4.0	2.0	2.0
6078	Female	1971.0	Public	Communicator or equivalent 																															3.0	3.0	3.0	3.0	3.0	5.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
6079	Female	1971.0	Public	Coworker	4.0	4.0	5.0	4.0	2.0	2.0	4.0	4.0	2.0	5.0	5.0	2.0	4.0	4.0	2.0	2.0	1.0	1.0	4.0	5.0	5.0	5.0	3.0	3.0	5.0						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0		2.0	2.0	5.0	4.0	3.0
6080	Female	1957.0	Public	Coworker	3.0	2.0	2.0	2.0	2.0				2.0	3.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	3.0							5.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0						2.0	3.0	2.0	2.0	
6081	Female	1963.0	Public	Coworker	4.0	5.0	4.0	5.0	4.0					4.0	4.0		3.0	4.0	2.0	4.0	2.0	5.0	4.0	4.0	4.0	5.0	5.0		4.0						4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0
6082	Female	1957.0	Public	Coworker	4.0	4.0	4.0	5.0	2.0	5.0	1.0	3.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0				4.0	3.0	4.0	2.0	5.0
6083	Female	1961.0	Public	Coworker	4.0	3.0	2.0	3.0						5.0	4.0		3.0	3.0	3.0	3.0	3.0		4.0	4.0	4.0	3.0	3.0								5.0	5.0		4.0	5.0		5.0	5.0		4.0	5.0		4.0	4.0	2.0				3.0	3.0	3.0	1.0	
6084	Female	1973.0	Public	Coworker	4.0	4.0	2.0	5.0						5.0	4.0		3.0	4.0	3.0	1.0	1.0	4.0	5.0	5.0	3.0	5.0	3.0	3.0								2.0	3.0	3.0	3.0	1.0		1.0	3.0	3.0	3.0	1.0											
6085	Female	1975.0	Public	Manager	4.0	4.0	3.0	5.0	4.0	5.0	1.0	1.0	4.0	5.0	5.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0							4.0						4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0
6086	Male	1970.0	Public	Coworker	5.0	5.0	4.0	5.0	4.0	5.0			4.0	5.0	5.0		4.0	3.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0						5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0				4.0	3.0		2.0	5.0
6087	Female	1987.0	Public	Coworker	4.0	5.0	5.0	4.0	1.0				2.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0						2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0							2.0	3.0	4.0	4.0	4.0
6088	Female	1954.0	Public	Manager	5.0	4.0	5.0	5.0	4.0	5.0			4.0	5.0	4.0		4.0	4.0	3.0	4.0		5.0							3.0						5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0				4.0	3.0	5.0	4.0	5.0
6089	Female	1950.0	Public	Coworker	5.0	4.0	4.0	5.0		5.0			4.0	5.0	5.0		4.0	4.0	5.0	4.0		5.0	4.0	4.0	4.0	4.0	4.0	4.0							5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0				4.0			3.0	3.0
6090	Female	1964.0	Public	Coworker	5.0	4.0	4.0	3.0	3.0	3.0	3.0		4.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0						5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0
6091	Female	1973.0	Public	Coworker	5.0	4.0	5.0	5.0	4.0	4.0			4.0	4.0	5.0	4.0	4.0	2.0	4.0	3.0	1.0	4.0	4.0	5.0	4.0	4.0	2.0	5.0							4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	4.0	2.0	2.0
6092	Female	1965.0	Public	Manager	5.0	5.0	5.0	5.0	4.0	5.0			4.0	5.0	5.0	3.0	3.0	3.0	4.0	5.0	4.0	5.0							4.0						4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	2.0	4.0
6093	Female	1989.0	Public	Coworker	4.0	4.0	4.0	5.0	4.0	5.0			2.0	4.0	5.0	4.0	3.0					3.0	5.0	5.0	5.0	5.0	3.0	5.0	5.0						4.0	4.0	4.0	2.0	4.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0				2.0	4.0	5.0	5.0	2.0
6094	Female	1970.0	Public	Coworker	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	1.0	3.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0						2.0	2.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0
6095	Female	1963.0	Public	Manager	5.0	4.0	4.0	5.0	2.0	5.0		4.0	4.0	5.0	5.0	1.0	5.0	3.0	4.0	2.0	3.0	5.0							4.0						5.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	3.0	3.0	4.0	2.0	4.0
6096	Female	1990.0	Public	Coworker	4.0	3.0	4.0	4.0	2.0	4.0		1.0	2.0	4.0	5.0	4.0	4.0	4.0	3.0	5.0	4.0	3.0	4.0	4.0	5.0	5.0	3.0	3.0	5.0						5.0	4.0	3.0	3.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0		2.0	2.0		3.0	3.0	4.0	3.0	4.0
6097	Female	1957.0	Public	Coworker	5.0	4.0	5.0	4.0	4.0	4.0	2.0	2.0	4.0	5.0	5.0	1.0	3.0	3.0	3.0	5.0	3.0	4.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0						5.0	5.0	5.0	2.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0				2.0	3.0	4.0	2.0	4.0
6098	Female	1984.0	Public	Coworker	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0						1.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0
6099	Female	1986.0	Public	Coworker	5.0	4.0	3.0	2.0	3.0		4.0	2.0	2.0	5.0	2.0	3.0	3.0	3.0	3.0	5.0	2.0	4.0	5.0	4.0	4.0	5.0	1.0	4.0													5.0	5.0		4.0	5.0		3.0	3.0	3.0				2.0	3.0	3.0	2.0	4.0
6100	Female	1970.0	Public	Manager	4.0	4.0	3.0	5.0	3.0				4.0	5.0	5.0	2.0	3.0	2.0	4.0	5.0	2.0	3.0							4.0						4.0	3.0	4.0	2.0	4.0	3.0	5.0	4.0	3.0	3.0	5.0	4.0	4.0	3.0	3.0				3.0	3.0	3.0	2.0	3.0
6101	Male	1948.0	Public	Coworker	2.0	2.0	1.0	2.0	2.0	2.0	4.0	4.0	1.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0						5.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	1.0	2.0	3.0	2.0	3.0	3.0	3.0				3.0	4.0	3.0	4.0	3.0
6102	Female	1957.0	Public	Coworker	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	5.0						5.0	4.0	2.0	2.0	3.0	3.0	5.0	5.0	4.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	3.0	2.0	2.0	3.0	4.0	2.0	1.0
6103	Female	1957.0	Public	Manager	4.0	4.0	4.0	3.0	3.0	3.0	1.0	1.0	2.0	3.0	4.0	5.0	2.0	3.0	4.0	1.0	1.0	4.0							5.0						2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0
6104	Female	1958.0	Public	Coworker	5.0	3.0	5.0	4.0	4.0				3.0	3.0	3.0		4.0	4.0	4.0	5.0	3.0	4.0	5.0	4.0		5.0		5.0	3.0						3.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0							4.0	3.0	
6105	Female	1954.0	Public	Manager	5.0	4.0	3.0	5.0	4.0	5.0	2.0	1.0	3.0	5.0	5.0	1.0	2.0	3.0	2.0	5.0	3.0	4.0							4.0						5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	3.0	4.0
6106	Female	1959.0	Public	Coworker	5.0	5.0	5.0	5.0	4.0	5.0		3.0	5.0	5.0	4.0	3.0	5.0	3.0	4.0	3.0	3.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0		4.0	4.0		5.0	3.0	3.0	1.0	5.0
6107	Female	1966.0	Public	Manager	4.0	4.0	4.0	4.0	4.0	5.0	4.0		4.0	5.0	5.0	1.0			4.0	4.0	4.0	5.0							5.0						5.0	5.0	5.0	2.0	5.0	5.0	5.0		4.0	2.0	5.0	5.0	2.0	4.0	4.0	4.0	2.0	2.0	2.0		5.0	4.0	5.0
6108	Female	1968.0	Public	Manager	3.0	3.0	4.0	3.0	3.0	4.0			4.0	4.0	4.0		4.0	3.0	4.0		2.0	4.0							3.0						2.0	4.0		1.0	2.0		1.0	1.0	2.0	1.0	1.0		4.0	4.0	4.0				2.0	3.0		4.0	4.0
6109	Male	1962.0	Public	Coworker	5.0	2.0	3.0	5.0	3.0				3.0	2.0	3.0				3.0		2.0	2.0	5.0		5.0	5.0		5.0	5.0						3.0	3.0	1.0	3.0	4.0	1.0	4.0	4.0	3.0		4.0	4.0	2.0	2.0	2.0	1.0	2.0	4.0	2.0	3.0			3.0
6110	Female	1972.0	Public	Coworker	5.0	5.0	4.0	4.0		4.0	3.0		4.0	5.0	4.0	3.0	4.0	4.0	2.0	1.0	1.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0						5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0				3.0	4.0	3.0	4.0	4.0
6111	Female	1975.0	Public	Coworker	4.0	2.0	1.0	2.0	2.0				2.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	5.0	3.0	2.0	4.0						2.0	4.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0		4.0	4.0							3.0	2.0	4.0	4.0	4.0
6112	Female	1975.0	Public	Manager	2.0	1.0	5.0	3.0	1.0			3.0	4.0	5.0	4.0	4.0	3.0	2.0	2.0	1.0	2.0	3.0							5.0						2.0	2.0	2.0	1.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	5.0	5.0	5.0				1.0	2.0	5.0	5.0	3.0
6113	Female	1967.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0	2.0	1.0	5.0	5.0	4.0	1.0	3.0	4.0	4.0	5.0	3.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0				3.0	3.0	2.0	1.0	5.0
